"ビュー","ビューの表示 (Javadoc)","⌥⌘Q J","ウィンドウ"
"テキスト編集","現在行の下に行を挿入","⌃O","テキストの編集"
"ウィンドウ","前のエディター","⇧⌘F6","ウィンドウ"
"ナビゲート","ヒストリーを戻る","⌘[","ウィンドウ"
"ナビゲート","宣言を開く","F3","スクリプト・ソースの編集中"
"タスク","タスクを完了としてマーク","⇧⌥C","タスク・エディター"
"JavaScript デバッグ","JavaScript Breakpoint Properties","⌘↩","ブレークポイント・ビュー内"
"Git","パスをクリップボードにコピー","⌘C","In Git Repositories View"
"ビュー","ビューの表示 (エラー・ログ)","⌥⌘Q L","ウィンドウ"
"リファクタリング - PHP","名前変更 - リファクタリング ","⇧⌥R","PHP ソースの編集中"
"ナビゲート","型階層を開く","F4","スクリプト・ソースの編集中"
"SVN","改訂へ更新","⌃⌥D","ウィンドウ"
"SVN","URL...","⌃⌥R","ウィンドウ"
"テキスト編集","行の末尾まで削除","⇧⌘⌦","テキストの編集"
"DBViewer","現在の SQL を実行","⌃↩","ウィンドウ"
"検索","ワークスペース内でテキストを検索","⌥⌘G","ウィンドウ"
"実行/デバッグ","ステップ・フィルターを使用する","⇧F5","ウィンドウ"
"編集","ブロック・コメントの追加","⇧⌘/","構造化テキスト・エディターで編集"
"ビュー","ビューの表示 (タスク・リスト)","⌥⌘Q K","ウィンドウ"
"編集","ブロック・コメントの除去","⌘\","構造化テキスト・エディターで編集"
"テキスト編集","テキストの末尾","⌃X ]","テキストの編集"
"編集","前の要素を選択","⇧⌃←","Java ソースの編集"
"テキスト編集","行の末尾まで選択","⇧⌘→","テキストの編集"
"ファイル","すべて閉じる","⇧⌘W","ウィンドウ"
"実行/デバッグ","前のメモリー・ページ","⇧⌘,","テーブル・メモリー・レンダリング内"
"ソース","クイック・アシスト - ローカル変数への代入","⌘2 L","Java ソースの編集"
"編集","コメントの切り替え","⌘/","PHP ソースの編集中"
"SVN","ロック...","⌃⌥K","ウィンドウ"
"ナビゲート","型階層を開く","F4","PHP ソースの編集中"
"テキスト編集","すべて縮小表示","⇧⌘Numpad_Divide","テキストの編集"
"ナビゲート","次のメンバーへジャンプ","⌃⌥↓","Java ソースの編集"
"ナビゲート","タスクを開く","⌥⌘F12","ウィンドウ"
"AnyEdit ツール","Html 文字実体参照を文字に","⌃⌥W","テキストの編集"
"リファクタリング - Java","名前変更 - リファクタリング ","⌥⌘R","ウィンドウ"
"編集","エンクロージング要素の選択","⇧⌃↑","JavaScript ソースの編集中"
"Git","Paste Repository Path or URI","⌘V","In Git Repositories View"
"ソース","マニュアルを開く","⇧F2","PHP ソースの編集中"
"リファクタリング - JavaScript","ローカル変数の抽出","⌥⌘L","JavaScript ビュー"
"ナビゲート","添付された Javadoc を開く","⇧F2","ウィンドウ"
"編集","元に戻す","⌃X U","ダイアログまたはウィンドウ"
"ウィンドウ","最小化","⌘M","ウィンドウ"
"リファクタリング - PHP","ActionDefinition.renameElement.name","⇧⌥V","ウィンドウ"
"実行/デバッグ","ステップ・リターン","F7","デバッグ"
"テキスト編集","テキストの末尾","Esc ⇧>","テキストの編集"
"ソース","「囲む」クイック・メニュー","⌥⌘Z","JavaScript ビュー"
"編集","次を検索","⌘K","テキストの編集"
"編集","前回の選択を復元","⇧⌥↓","構造化テキスト・エディターで編集"
"タスク","新規ローカル・タスク","Insert","タスク・ビュー"
"ウィンドウ","ダイアログのクローズ","⌘W","ダイアログ"
"ナビゲート","指定行へジャンプ","⌘L","テキストの編集"
"編集","元に戻す","⌘Z","ダイアログまたはウィンドウ"
"編集","前回の選択を復元","⇧⌃↓","Java ソースの編集"
"リファクタリング - JavaScript","関数の抽出","⌥⌘M","JavaScript ビュー"
"実行/デバッグ","JUnit テストのデバッグ","⌃⌥⌘D T","ウィンドウ"
"編集","逆インクリメンタル検索","⌃R","テキストの編集"
"編集","インクリメンタル検索","⌘J","テキストの編集"
"SVN","プロパティーの表示","⌃⌥W","ウィンドウ"
"編集","エンクロージング要素の選択","⇧⌃↑","Java ソースの編集"
"ナビゲート","表示...","⌥⌘W","ウィンドウ"
"ナビゲート","次のメンバーへジャンプ","⇧⌘↓","スクリプト・ソースの編集中"
"編集","次の兄弟","⇧⌘↓","構造化テキスト・エディターで編集"
"テキスト編集","マークの設定","⌃2","テキストの編集"
"ビュー","ビューの表示 (問題)","⌥⌘Q X","ウィンドウ"
"テキスト編集","中央に再調整","⌃L","テキストの編集"
"LimyEclipse","選択したフィールドの getter/setter メソッドを生成","⌃C ⌃X ⌃C","ウィンドウ"
"SVN","改訂グラフの表示...","⌃⌥Y","ウィンドウ"
"ソース","クイック・アシスト - 変数への代入","⌘2 F","JavaScript ソースの編集中"
"テキスト編集","展開","⌘Numpad_Add","テキストの編集"
"実行/デバッグ","PHP Web ページの実行","⇧⌥X W","ウィンドウ"
"Quick JUnit","JUnit テスト","⌘0","テキストの編集"
"ナビゲート","型を開く","⇧⌘T","PHP ソースの編集中"
"ソース","インポートの追加","⇧⌘M","Java ソースの編集"
"ソース","インポートの追加","⇧⌘M","JavaScript ソースの編集中"
"編集","次の要素を選択","⇧⌃→","構造化テキスト・エディターで編集"
"テキスト編集","前を削除","⌃H","ウィンドウ"
"検索","ワークスペース内の参照","⇧⌘G","JavaScript ビュー"
"ウィンドウ","エディターの切り替え","⌃X ⌃B","ウィンドウ"
"編集","コンテキスト情報","⌥?","ウィンドウ"
"SVN","svn:ignore に追加...","⌃⌥I","ウィンドウ"
"ビュー","ビューの表示 (同期化)","⌥⌘Q Y","ウィンドウ"
"ソース","ブロック・コメントの除去","⇧⌘\","JavaScript ソースの編集中"
"ナビゲート","階層で型を開く","⇧⌘H","ウィンドウ"
"ファイル","保管","⌃X ⌃S","ウィンドウ"
"ナビゲート","前のメンバーへジャンプ","⌃⌥↑","スクリプト・ソースの編集中"
"テキスト編集","前の単語","⌘B","テキストの編集"
"フォーカス UI","目印にする","⇧⌥⌘↑","ウィンドウ"
"ソース","クイック・アシスト - ローカル変数への代入","⌘2 L","JavaScript ソースの編集中"
"テキスト編集","テキストの先頭","⌘↖","テキストの編集"
